name,type,typecode,address,pname,cityname,adname,gcj02_lon,gcj02_lat,wgs84_lon,wgs84_lat
尚霖体育乒乓球(河北校区),体育休闲服务;运动场馆;乒乓球馆,80112,建国道95号,天津市,天津市,河北区,117.198219,39.14003,117.19191,39.13898579
玺岳篮球场,体育休闲服务;运动场馆;篮球场馆,80104,河北大街千吉花园,天津市,天津市,红桥区,117.177292,39.153386,117.1709444,39.15229686
乐康·水木天成游泳馆,体育休闲服务;运动场馆;游泳馆,80110,团结环路21号,天津市,天津市,红桥区,117.134686,39.162321,117.1282659,39.16115335
阳光游泳运动俱乐部,体育休闲服务;运动场馆;游泳馆,80110,西沽街道水木天成团结环路21号,天津市,天津市,红桥区,117.134692,39.162459,117.1282719,39.16129128
天津香格里拉大酒店-户外网球场,体育休闲服务;运动场馆;网球场,80103,海河东路328号天津香格里拉大酒店3层,天津市,天津市,河东区,117.2166,39.126068,117.2103168,39.12505794
乐旋乒乓球(天津嘉里汇店),体育休闲服务;运动场馆;乒乓球馆,80112,大王庄街道嘉里汇商场二楼L2029,天津市,天津市,河东区,117.216896,39.127308,117.210613,39.12629753
天津交通职业学院-篮球场,体育休闲服务;运动场馆;篮球场馆,80104,西青道269号天津交通职业学院内,天津市,天津市,西青区,117.076248,39.150407,117.069843,39.14923137
陈露(天津)国际冰上中心,体育休闲服务;运动场馆;溜冰场,80107,六纬路238号嘉里汇3层L3022、L3023,天津市,天津市,河东区,117.216912,39.127773,117.2106289,39.12676227
空中球场,体育休闲服务;运动场馆;足球场,80105,狮子林桥与海河东路交口旺海国际凯文汇商厦5楼,天津市,天津市,河北区,117.197159,39.14669,117.1908474,39.14564007
乐旋乒乓,体育休闲服务;运动场馆;乒乓球馆,80112,翔纬路凯文汇商场三层,天津市,天津市,河北区,117.196954,39.146701,117.1906421,39.14565073
篮羽乒馆篮球馆,体育休闲服务;运动场馆;篮球场馆,80104,[],天津市,天津市,河东区,117.216574,39.147884,117.2102881,39.14686076
东方启明星篮球,体育休闲服务;运动场馆;篮球场馆,80104,[],天津市,天津市,红桥区,117.149463,39.176918,117.1430619,39.17576423
全民笼式足球场,体育休闲服务;运动场馆;足球场,80105,八马路与月纬路交口全民健身体育服务中心,天津市,天津市,河北区,117.194847,39.164509,117.1885294,39.16344463
河北区全民健身体育服务中心游泳馆,体育休闲服务;运动场馆;游泳馆,80110,月纬路27号,天津市,天津市,河北区,117.194762,39.164641,117.1884443,39.1635764
灯塔乒乓球训练基地(红桥店),体育休闲服务;运动场馆;乒乓球馆,80112,光荣道157号宝能创业中心写字楼,天津市,天津市,红桥区,117.140251,39.178272,117.1338359,39.17710281
瑞步篮球馆,体育休闲服务;运动场馆;篮球场馆,80104,月纬路与八马路交口瑞步中心球馆2楼,天津市,天津市,河北区,117.194729,39.164894,117.1884112,39.1638292
天津市红星职业中等专业学校篮球场,体育休闲服务;运动场馆;篮球场馆,80104,丁字沽三号路45号,天津市,天津市,红桥区,117.1501,39.178514,117.1436997,39.17736037
奥体动力游泳馆,体育休闲服务;运动场馆;游泳馆,80110,金钟河大街和万柳大道交叉口56号1946创意产业园内,天津市,天津市,河北区,117.215143,39.155184,117.2088547,39.15415471
圣麟体育乒乓球俱乐部,体育休闲服务;运动场馆;乒乓球馆,80112,五爱道凯莱赛商厦三楼,天津市,天津市,红桥区,117.167892,39.176193,117.1615238,39.17507275
乒乓球晨练馆,体育休闲服务;运动场馆;乒乓球馆,80112,凯莱赛商厦4层,天津市,天津市,红桥区,117.168298,39.176293,117.1619305,39.17517345
红星职专体育场,体育休闲服务;运动场馆;综合体育馆,80101,丁字沽3号路45号,天津市,天津市,红桥区,117.151045,39.179437,117.1446462,39.17828443
天津商业大学西区篮球场,体育休闲服务;运动场馆;篮球场馆,80104,[],天津市,天津市,北辰区,117.124483,39.181117,117.1180505,39.17992612
山南工会游泳馆,体育休闲服务;运动场馆;游泳馆,80110,光荣道8号河北工业大学东院内,天津市,天津市,红桥区,117.176382,39.175122,117.1700299,39.17401828
火星羽毛球游泳篮球乒乓球网球培训(河北区店),体育休闲服务;运动场馆;游泳馆,80110,律纬路31号,天津市,天津市,河北区,117.203331,39.164265,117.1970266,39.16321428
BREAKERS篮球运动中心(K馆),体育休闲服务;运动场馆;篮球场馆,80104,万柳村大街1946号创意产业园区内,天津市,天津市,河北区,117.212983,39.158698,117.2066918,39.15766397
Breakers篮球运动中心,体育休闲服务;运动场馆;篮球场馆,80104,万柳村大街1946创意产业园区内,天津市,天津市,河北区,117.212955,39.158742,117.2066638,39.1577079
天津商业大学乒乓球场,体育休闲服务;运动场馆;乒乓球馆,80112,光荣道千里堤口天津商业大学内,天津市,天津市,北辰区,117.125069,39.181826,117.1186368,39.18063531
天津商业大学体育馆,体育休闲服务;运动场馆;综合体育馆,80101,津霸公路东口天津商业大学校内,天津市,天津市,北辰区,117.118301,39.181396,117.1118646,39.18019927
Breakers篮球运动中心B馆,体育休闲服务;运动场馆;篮球场馆,80104,万柳村大街1946创意产业园,天津市,天津市,河北区,117.213223,39.159499,117.206932,39.15846479
天津商业大学游泳馆(瑞景家园东南),体育休闲服务;运动场馆;游泳馆,80110,津霸街1号,天津市,天津市,北辰区,117.118345,39.18316,117.1119084,39.18196227
欧山健身游泳会馆,体育休闲服务;运动场馆;游泳馆,80110,河北大街与北开路交口瞰海内,天津市,天津市,红桥区,117.180256,39.155599,117.1739137,39.15451405
银石足球,体育休闲服务;运动场馆;足球场,80105,西营门街道大明道92号(外环线壳牌加油站),天津市,天津市,西青区,117.104195,39.162238,117.0977593,39.16104503
永信足球馆,体育休闲服务;运动场馆;足球场,80105,腾达东路稻思智能酒店东侧约100米,天津市,天津市,西青区,117.209022,39.033616,117.2027418,39.03265314
V5室内足球馆梅江旗舰店(河西店),体育休闲服务;运动场馆;足球场,80105,腾达东路永信门窗厂院内,天津市,天津市,西青区,117.209336,39.03366,117.2030562,39.03269754
海河假日酒店·游泳馆,体育休闲服务;运动场馆;游泳馆,80110,海河东路凤凰商业广场A座4楼,天津市,天津市,河北区,117.190193,39.15284,117.183869,39.15177461
斯博特游泳俱乐部(海河假日店),体育休闲服务;运动场馆;游泳馆,80110,海河东路凤凰商贸广场A座海河假日酒店(海河假日酒店4楼游泳池),天津市,天津市,河北区,117.190147,39.152767,117.1838229,39.15170157
巨人游泳俱乐部(天津之眼店),体育休闲服务;运动场馆;游泳馆,80110,海河东路凤凰商贸广场A座,天津市,天津市,河北区,117.19017,39.152908,117.183846,39.15184253
圣达足球场,体育休闲服务;运动场馆;足球场,80105,子牙河南路南150米,天津市,天津市,红桥区,117.136506,39.167895,117.1300874,39.16672653
王者足球场,体育休闲服务;运动场馆;足球场,80105,水木天成团结路2号第一第二块场地,天津市,天津市,红桥区,117.135407,39.168108,117.128987,39.1669379
天津美术学院-体育馆,体育休闲服务;运动场馆;综合体育馆,80101,天纬路4号(近大悲院),天津市,天津市,河北区,117.193751,39.153345,117.187433,39.15228543
瑞步青少年篮球培训(美院校区),体育休闲服务;运动场馆;篮球场馆,80104,中山路天津美术学院篮球馆内,天津市,天津市,河北区,117.193909,39.153374,117.1875913,39.15231467
梦想者乒乓球俱乐部,体育休闲服务;运动场馆;乒乓球馆,80112,西于庄增产大街158号,天津市,天津市,红桥区,117.162763,39.166263,117.1563865,39.16513908
游泳馆,体育休闲服务;运动场馆;游泳馆,80110,元纬路105号,天津市,天津市,河北区,117.187194,39.160184,117.1808638,39.15910894
瑞步青少年篮球培训(育婴里校区),体育休闲服务;运动场馆;篮球场馆,80104,元纬路107号仁恒河滨花园底商,天津市,天津市,河北区,117.187294,39.160248,117.1809639,39.15917308
仁恒健身游泳中心,体育休闲服务;运动场馆;游泳馆,80110,仁恒河滨花园北区元纬路107号,天津市,天津市,河北区,117.186913,39.160507,117.1805822,39.15943124
爱堡迪健身游泳会馆,体育休闲服务;运动场馆;游泳馆,80110,泰达北斗花园8号楼,天津市,天津市,河北区,117.211347,39.149142,117.2050551,39.14811158
闫师可教乒乓球俱乐部,体育休闲服务;运动场馆;乒乓球馆,80112,林边路北斗花园东南侧约100米,天津市,天津市,河东区,117.213975,39.14744,117.2076864,39.14641393
金百汇游泳健身球馆,体育休闲服务;运动场馆;游泳馆,80110,二马路70号,天津市,天津市,河北区,117.19869,39.158605,117.1923794,39.15755043
星光篮球俱乐部,体育休闲服务;运动场馆;篮球场馆,80104,西青道315号光达产业园B5,天津市,天津市,西青区,117.047467,39.146544,117.0411385,39.14541673
天津二中体育活动中心,体育休闲服务;运动场馆;综合体育馆,80101,新大路东八经路3号,天津市,天津市,河北区,117.209686,39.152897,117.2033916,39.15186213
天津市第三中学游泳馆,体育休闲服务;运动场馆;游泳馆,80110,丁字沽一号路向东道三中院内(近向东道),天津市,天津市,红桥区,117.159881,39.182042,117.1534972,39.18090351
斗牛篮球馆(外国语附中店),体育休闲服务;运动场馆;篮球场馆,80104,南口路12号天津奇想体教产业园内,天津市,天津市,河北区,117.197123,39.171162,117.1908083,39.17009745
铁三院体育中心,体育休闲服务;运动场馆;综合体育馆,80101,万柳村大街8号,天津市,天津市,河北区,117.212064,39.163184,117.2057712,39.16214613
骏融乒乓球（外国语附中店）,体育休闲服务;运动场馆;乒乓球馆,80112,南口路12号奇想产业园斗牛篮球馆B馆2层,天津市,天津市,河北区,117.197004,39.171291,117.1906891,39.17022618
星火纵横篮球俱乐部（河北店）,体育休闲服务;运动场馆;篮球场馆,80104,南口路12号天津奇想体教产业园内,天津市,天津市,河北区,117.197634,39.171223,117.1913201,39.17015925
正达酒店体育中心乒乓球馆,体育休闲服务;运动场馆;乒乓球馆,80112,万柳村大街8号正达酒店体育中心3层,天津市,天津市,河北区,117.211874,39.163684,117.2055809,39.16264559
正达酒店-体育中心,体育休闲服务;运动场馆;综合体育馆,80101,万柳村大街8号正达酒店体育中心3层,天津市,天津市,河北区,117.211874,39.163684,117.2055809,39.16264559
星火乒乓球,体育休闲服务;运动场馆;乒乓球馆,80112,北六马路诺德广场二楼51号,天津市,天津市,河北区,117.203346,39.16865,117.1970411,39.16759671
育华篮球培训(河北校区),体育休闲服务;运动场馆;篮球场馆,80104,南口路12号斗牛篮球馆,天津市,天津市,河北区,117.197884,39.171417,117.1915705,39.17035354
游泳健身基地,体育休闲服务;运动场馆;游泳馆,80110,新开河山海花园,天津市,天津市,河北区,117.186623,39.180332,117.1802892,39.17924402
河北区体育中心,体育休闲服务;运动场馆;综合体育馆,80101,中山北路23号宁园内,天津市,天津市,河北区,117.2115,39.170216,117.2052057,39.16917324
中国火车头足球俱乐部训练基地,体育休闲服务;运动场馆;足球场,80105,中山北路23号宁园内,天津市,天津市,河北区,117.2115,39.17022,117.2052057,39.16917724
体育馆,体育休闲服务;运动场馆;综合体育馆,80101,南口路36号,天津市,天津市,河北区,117.185733,39.183698,117.1793972,39.18260645
普济山河运动场,体育休闲服务;运动场馆;综合体育馆,80101,普济河道99号,天津市,天津市,北辰区,117.175748,39.18732,117.1693932,39.18620795
东旭体育(普济河道店),体育休闲服务;运动场馆;篮球场馆,80104,[],天津市,天津市,北辰区,117.17646,39.18885,117.1701063,39.18773839
1017篮球公园(柳滩店),体育休闲服务;运动场馆;篮球场馆,80104,柳东道,天津市,天津市,北辰区,117.168456,39.191163,117.1620869,39.19003505
天津Tiger多功能运动中心,体育休闲服务;运动场馆;综合体育馆,80101,柳东道,天津市,天津市,北辰区,117.169194,39.191329,117.1628263,39.19020234
尚翔篮球少儿运动馆,体育休闲服务;运动场馆;篮球场馆,80104,迎贤道96号万福广场3楼308,天津市,天津市,河北区,117.208626,39.180319,117.2023268,39.17926645
智体运动,体育休闲服务;运动场馆;综合体育馆,80101,铁东路迎贤道193,天津市,天津市,河北区,117.20873,39.178402,117.2024312,39.17735072
天津农学院-篮球场,体育休闲服务;运动场馆;篮球场馆|体育休闲服务;运动场馆;网球场,080104|080103,求知路与育才路交叉口北150米,天津市,天津市,西青区,117.101154,39.092704,117.0947282,39.09155254
体育园-足球场,体育休闲服务;运动场馆;足球场,80105,水西公园体育园,天津市,天津市,西青区,117.12584,39.11126,117.1194175,39.11011239
体育园-篮球场,体育休闲服务;运动场馆;篮球场馆,80104,水西公园体育园,天津市,天津市,西青区,117.127364,39.111843,117.1209427,39.11069671
体育园-乒乓球场,体育休闲服务;运动场馆;乒乓球馆,80112,水西公园体育园,天津市,天津市,西青区,117.126512,39.112033,117.12009,39.11088565
体育园-网球场,体育休闲服务;运动场馆;网球场,80103,水西公园体育园,天津市,天津市,西青区,117.126208,39.112081,117.1197857,39.11093329
悦动康乒乓南开(天拖)校区,体育休闲服务;运动场馆;乒乓球馆,80112,天拖地铁站A出口中南广场02-3-303,天津市,天津市,南开区,117.148245,39.109547,117.1418506,39.10843163
体适堡健身游泳俱乐部(奥城店),体育休闲服务;运动场馆;游泳馆,80110,宾水西道融创时代奥城小区下沉广场内(奥城物业旁),天津市,天津市,南开区,117.165247,39.078275,117.1588863,39.07720899
东浚健身工作室,体育休闲服务;运动场馆;综合体育馆,80101,中南道46号增1号-负108,天津市,天津市,南开区,117.142802,39.11201,117.136399,39.11088441
天津师范大学西青校区篮球场,体育休闲服务;运动场馆;篮球场馆,80104,宾水西道393号天津师大主校区内,天津市,天津市,西青区,117.123239,39.059217,117.1168212,39.05809867
天津理工大学体育中心,体育休闲服务;运动场馆;综合体育馆,80101,宾水西道391号理工大学内,天津市,天津市,西青区,117.142586,39.059466,117.1361894,39.05837233
天津城建大学足球场,体育休闲服务;运动场馆;足球场,80105,天津市西青区东环路与煦园北道交叉口东南50米,天津市,天津市,西青区,117.097866,39.093815,117.0914417,39.09266271
侯台绿化体育广场足球场,体育休闲服务;运动场馆;足球场,80105,中北镇外环西路碧水家园附近,天津市,天津市,西青区,117.104024,39.103295,117.0975959,39.10213756
天津市游泳运动中心,体育休闲服务;运动场馆;游泳馆,80110,水上公园北道50-3号楼附近,天津市,天津市,南开区,117.166077,39.096025,117.1597156,39.09494964
望星运动场,体育休闲服务;运动场馆;综合体育馆,80101,宾水西道399号,天津市,天津市,西青区,117.10668,39.066022,117.1002561,39.06488825
天津游泳跳水馆,体育休闲服务;运动场馆;游泳馆,80110,水上北路48号,天津市,天津市,南开区,117.166341,39.0962,117.15998,39.09512502
天津城建大学篮球场,体育休闲服务;运动场馆;篮球场馆,80104,建园一路和鸣飞北道的交叉口附近,天津市,天津市,西青区,117.096227,39.092062,117.089804,39.09091088
天津理工大学体育场,体育休闲服务;运动场馆;综合体育馆,80101,大成路天津理工大学,天津市,天津市,西青区,117.142312,39.058405,117.1359151,39.05731157
天津工业大学体育场,体育休闲服务;运动场馆;综合体育馆,80101,东苑一经路天津工业大学,天津市,天津市,西青区,117.115233,39.060328,117.1088108,39.05920224
南开大学篮球场,体育休闲服务;运动场馆;篮球场馆,80104,卫津路94号,天津市,天津市,南开区,117.161893,39.104278,117.1555228,39.10318984
天津师范大学西青校区体育馆,体育休闲服务;运动场馆;综合体育馆,80101,宾水西道393号天津师范大学内,天津市,天津市,西青区,117.126542,39.056987,117.120127,39.05587348
3D运动中心-篮球羽毛球乒乓球,体育休闲服务;运动场馆;综合体育馆,80101,中北镇海光路9号,天津市,天津市,西青区,117.068212,39.118403,117.0618278,39.11725608
天津合悦乒乓球俱乐部(荣业大街店),体育休闲服务;运动场馆;乒乓球馆,80112,荣业大街万兆科贸大厦D座物美超市三楼,天津市,天津市,和平区,117.18425,39.129337,117.1779184,39.12827515
VICTAS乒乓球中心,体育休闲服务;运动场馆;乒乓球馆,80112,黄埔南路峰汇广场,天津市,天津市,河西区,117.207559,39.097373,117.2012689,39.09636884
天津十一足球俱乐部,体育休闲服务;运动场馆;足球场,80105,马家胡同28号,天津市,天津市,西青区,117.118166,39.145057,117.1117342,39.14388172
全明星滑冰俱乐部(天津大悦城南区),体育休闲服务;运动场馆;溜冰场,80107,南门外大街2-6号天津大悦城南区B1层B1-85,天津市,天津市,南开区,117.180111,39.133222,117.1737712,39.13215021
百爱之星啦啦操俱乐部(和平店),体育休闲服务;运动场馆;综合体育馆,80101,鞍山道50号邮政大厦8楼809,天津市,天津市,和平区,117.191121,39.125155,117.1848021,39.12410789
和平中乒乒乓球馆,体育休闲服务;运动场馆;乒乓球馆,80112,荣业大街80号富顿大厦2号,天津市,天津市,和平区,117.184288,39.130783,117.1779563,39.12972034
恩和态网球俱乐部,体育休闲服务;运动场馆;网球场,80103,罗马花园一期C座5号楼旁网球场,天津市,天津市,河西区,117.206443,39.104391,117.2001505,39.10338096
和平中乒鸿升球馆,体育休闲服务;运动场馆;乒乓球馆,80112,荣业大街80号,天津市,天津市,和平区,117.184313,39.130969,117.1779813,39.12990627
跃动篮球馆（河西店）,体育休闲服务;运动场馆;篮球场馆,80104,越秀路健春里6号院内,天津市,天津市,河西区,117.208969,39.096634,117.2026808,39.09563225
贝思途篮球运动俱乐部(天佑城),体育休闲服务;运动场馆;篮球场馆,80104,南马路天佑城6楼625号商铺(地铁1、2号线西南角站A出口),天津市,天津市,南开区,117.173609,39.138241,117.1672564,39.13715406
爱尚滑雪(天津世纪都会店),体育休闲服务;运动场馆;综合体育馆,80101,南京路世纪都会四层,天津市,天津市,和平区,117.200153,39.117582,117.1938498,39.11655446
久悦恒乒乓球俱乐部(河北路店),体育休闲服务;运动场馆;乒乓球馆,80112,河北路50号信德大厦2楼,天津市,天津市,和平区,117.193501,39.126328,117.187186,39.12528426
天津市民园体育场,体育休闲服务;运动场馆;综合体育馆,80101,重庆道83号,天津市,天津市,和平区,117.205558,39.111579,117.1992634,39.1105633
全明星冰场(银河国际购物中心),体育休闲服务;运动场馆;溜冰场,80107,乐园道9号银河国际购物中心L4层,天津市,天津市,河西区,117.212536,39.090175,117.206253,39.08918192
大都会健康运动会所,体育休闲服务;运动场馆;游泳馆,80110,荣业大街与慎益大街交口(天津大都会天汇茗苑内),天津市,天津市,和平区,117.1863,39.13232,117.1799717,39.13126004
万国体育,体育休闲服务;运动场馆;综合体育馆,80101,南市街南市大街与福安大街交口和平保利广场3层万国体育,天津市,天津市,和平区,117.18795,39.131557,117.1816248,39.13050045
龙飞乒乓球(保利店),体育休闲服务;运动场馆;乒乓球馆,80112,福安大街与禄安大街交口保利广场3层,天津市,天津市,和平区,117.188846,39.130894,117.1825224,39.12983944
柒号运动馆,体育休闲服务;运动场馆;综合体育馆,80101,保利广场三楼,天津市,天津市,和平区,117.188613,39.13117,117.182289,39.13011486
爱上乒乓球俱乐部,体育休闲服务;运动场馆;乒乓球馆,80112,友谊路58号天水友谊淘宝城3F,天津市,天津市,河西区,117.212508,39.077341,117.2062266,39.07635577
宇创乒乓球运动中心,体育休闲服务;运动场馆;乒乓球馆,80112,中塘镇新房子栖凤北路教师楼东侧数第二间底商,天津市,天津市,滨海新区,117.292311,38.823368,117.2860163,38.82252467
阳光轮滑旱冰场,体育休闲服务;运动场馆;溜冰场,80107,世纪华联超市王稳庄店3楼,天津市,天津市,西青区,117.256335,38.884015,117.2500883,38.88317027
天津大学仁爱学院篮球场,体育休闲服务;运动场馆;篮球场馆,80104,团泊新城博学苑,天津市,天津市,静海区,117.159553,38.885296,117.1532062,38.88433612
小篮球场,体育休闲服务;运动场馆;篮球场馆,80104,团泊镇天津大学仁爱学院小篮球场,天津市,天津市,静海区,117.156934,38.885795,117.1505825,38.88483012
天津光合谷(天沐)温泉度假酒店-网球场,体育休闲服务;运动场馆;网球场,80103,团泊新城东区光合谷生态文化产业园天津光合谷(天沐)温泉度假酒店,天津市,天津市,静海区,117.171732,38.890264,117.1654072,38.88932387
峰飞体育运动中心,体育休闲服务;运动场馆;综合体育馆,80101,大邱庄镇王虎庄村峰飞体育运动中心,天津市,天津市,静海区,117.074848,38.832809,117.0684859,38.83182436
天津大学仁爱学院足球场,体育休闲服务;运动场馆;足球场,80105,汇水路(天津大学仁爱学院),天津市,天津市,静海区,117.155148,38.887579,117.1487932,38.88660992
天津仁爱学院-体育馆,体育休闲服务;运动场馆;综合体育馆,80101,团泊新城博学院,天津市,天津市,静海区,117.15248,38.887191,117.1461207,38.88621749
银河乒乓球馆,体育休闲服务;运动场馆;乒乓球馆,80112,长江道大邱庄镇人民政府东北侧约100米,天津市,天津市,静海区,117.066289,38.833734,117.0599454,38.83275949
伍仟岛游泳会所,体育休闲服务;运动场馆;游泳馆,80110,[],天津市,天津市,静海区,117.121686,38.880331,117.1152899,38.87931885
仁爱·团泊湖-游泳馆,体育休闲服务;运动场馆;游泳馆,80110,团泊新城津王公路仁爱·团泊湖,天津市,天津市,静海区,117.158432,38.905415,117.1520807,38.9044415
奇兵致胜乒乓球俱乐部,体育休闲服务;运动场馆;乒乓球馆,80112,葛万线吉安里-北区西侧约30米,天津市,天津市,滨海新区,117.380908,38.866219,117.3743934,38.86520682
智博游泳馆,体育休闲服务;运动场馆;游泳馆,80110,太沙路太平镇第一小学东北侧约100米,天津市,天津市,滨海新区,117.334233,38.620626,117.3278536,38.61979612
津南区华天湖度假村网球馆,体育休闲服务;运动场馆;网球场,80103,华天湖度假村网球馆(联顺东路南),天津市,天津市,津南区,117.355118,38.933908,117.3486444,38.93288999
新瑞龙腾灯光足球场(津南店),体育休闲服务;运动场馆;足球场,80105,二八线天津碧桂园凤凰酒店,天津市,天津市,津南区,117.335973,38.944507,117.3295478,38.94351689
碧桂园凤凰酒店-游泳池,体育休闲服务;运动场馆;游泳馆,80110,八里台镇津港公路与八二路交汇口天津碧桂园凤凰酒店1层康体中心内,天津市,天津市,津南区,117.335487,38.945653,117.329063,38.94466313
欧迈游泳健身(碧桂园店),体育休闲服务;运动场馆;游泳馆,80110,八二路逸彩庭院1号楼碧桂园凤凰酒店1层游泳馆F-0622,天津市,天津市,津南区,117.336062,38.945248,117.3296365,38.94425728
天津体育学院新校区篮球馆,体育休闲服务;运动场馆;篮球场馆,80104,东海道,天津市,天津市,静海区,117.062435,38.949143,117.0560865,38.94810824
天津体育学院新校区体育馆,体育休闲服务;运动场馆;综合体育馆,80101,天津体育学院新校区南门旁边,天津市,天津市,静海区,117.060349,38.948518,117.0540062,38.94748701
天津体育学院(团泊校区)羽毛球乒乓球馆,体育休闲服务;运动场馆;乒乓球馆,80112,东海道(天津体育学院新校区东侧),天津市,天津市,静海区,117.062404,38.954317,117.0560549,38.95327918
天津团泊体育中心,体育休闲服务;运动场馆;综合体育馆,80101,滨海西路与环南道交叉口东南方向90米,天津市,天津市,静海区,117.073351,38.960149,117.0669758,38.9590928
天津国际网球中心,体育休闲服务;运动场馆;网球场,80103,团泊新城健康产业园,天津市,天津市,静海区,117.089142,38.96758,117.0827412,38.96650716
天津体育中心,体育休闲服务;运动场馆;综合体育馆,80101,团泊大道与昆明湖路交叉口西南150米,天津市,天津市,静海区,117.076921,38.96315,117.0705386,38.96208826
天津团泊新城国际网球中心,体育休闲服务;运动场馆;网球场,80103,杨成庄乡体育大道与常海道交口团泊新天津健康产业园区,天津市,天津市,静海区,117.088459,38.968096,117.0820589,38.96702314
达能体育综合馆,体育休闲服务;运动场馆;综合体育馆,80101,启彩奥特莱斯商场A二楼,天津市,天津市,静海区,117.088352,38.973104,117.0819514,38.97202815
团泊足球场,体育休闲服务;运动场馆;足球场,80105,团泊新城西区健康产业园内,天津市,天津市,静海区,117.080306,38.970972,117.0739168,38.96990252
大刘堡篮球馆,体育休闲服务;运动场馆;篮球场馆,80104,杨王公路,天津市,天津市,武清区,116.90409,39.224027,116.8982438,39.2231715
乒乓俱乐部,体育休闲服务;运动场馆;乒乓球馆,80112,福广路(汊沽港镇初中南侧),天津市,天津市,武清区,116.919692,39.246117,116.9138249,39.24524201
酊柳岜青杨庄园-乒乓球室,体育休闲服务;运动场馆;乒乓球馆,80112,果园路,天津市,天津市,西青区,116.981013,39.155889,116.9749627,39.15494295
杨柳青庄园-乒乓球室,体育休闲服务;运动场馆;乒乓球馆,80112,津同公路20号杨柳青庄园,天津市,天津市,西青区,116.981013,39.155889,116.9749627,39.15494295
金港莲花游泳馆,体育休闲服务;运动场馆;游泳馆,80110,杨柳青镇金港莲花农业旅游公司金港莲花温泉度假村,天津市,天津市,西青区,116.988063,39.13838,116.981984,39.13742371
龙豪湾游泳馆,体育休闲服务;运动场馆;游泳馆,80110,杨王路西50米,天津市,天津市,武清区,116.904968,39.303826,116.8991116,39.30292749
西青体育馆李宁运动中心,体育休闲服务;运动场馆;综合体育馆,80101,西青道411号,天津市,天津市,西青区,117.015382,39.142688,117.0091805,39.1416468
篮球馆,体育休闲服务;运动场馆;篮球场馆,80104,杨柳青镇西青道411号,天津市,天津市,西青区,117.015606,39.142572,117.0094035,39.14153021
西青体育公园足球场,体育休闲服务;运动场馆;足球场,80105,西青体育公园,天津市,天津市,西青区,117.015655,39.141143,117.0094525,39.14010193
体育馆,体育休闲服务;运动场馆;综合体育馆,80101,[],天津市,天津市,西青区,117.017163,39.137699,117.0109544,39.13665558
天津圣赫青少年足球俱乐部,体育休闲服务;运动场馆;足球场,80105,辛口镇下辛口,天津市,天津市,西青区,116.982226,39.097107,116.9761776,39.09619301
天津市西青区灌篮体育健身馆,体育休闲服务;运动场馆;篮球场馆,80104,杨柳青镇柳口路38号,天津市,天津市,西青区,117.012725,39.123235,117.0065376,39.12221341
杨柳青二中-体育馆,体育休闲服务;运动场馆;综合体育馆,80101,崇文道(杨柳青二中),天津市,天津市,西青区,117.020483,39.122976,117.0142619,39.12193188
MERGYM综合体能训练馆,体育休闲服务;运动场馆;综合体育馆,80101,杨柳青莱茵小镇美泉苑17-1,天津市,天津市,西青区,117.025302,39.121398,117.0190608,39.12034122
黑曼巴篮球,体育休闲服务;运动场馆;篮球场馆,80104,柳口路117号消防器材公司院内,天津市,天津市,西青区,117.02173,39.111256,117.015505,39.11021544
篮球试炼馆,体育休闲服务;运动场馆;综合体育馆,80101,天津市杨柳青镇西青道315号光达产业园B5,天津市,天津市,西青区,117.047281,39.146502,117.0409531,39.14537516
武清新体育馆,体育休闲服务;运动场馆;综合体育馆,80101,雍和道(武清区体育中心),天津市,天津市,武清区,117.013936,39.38942,117.0077099,39.38825214
中体体育运动足球俱乐部,体育休闲服务;运动场馆;足球场,80105,东蒲洼街翠通路2号,天津市,天津市,武清区,117.014147,39.390496,117.0079198,39.38932705
9号乒乓球运动馆,体育休闲服务;运动场馆;乒乓球馆,80112,东蒲洼街道翠通路东侧富力尚悦家园42号楼111号二三楼,天津市,天津市,武清区,117.018894,39.389938,117.0126462,39.3887554
81篮球馆,体育休闲服务;运动场馆;篮球场馆,80104,泉发路32号3号厂房101室,天津市,天津市,武清区,117.044756,39.391187,117.0384056,39.38993633
爱尚乒乓球俱乐部,体育休闲服务;运动场馆;乒乓球馆,80112,独流镇兴业大街爱尚乒乓球俱乐部,天津市,天津市,静海区,116.915865,39.037534,116.9100287,39.03678593
迎嘉水世界游泳馆,体育休闲服务;运动场馆;游泳馆,80110,张家窝安福道7号,天津市,天津市,西青区,117.037809,39.090416,117.031522,39.08934522
三號球场胜利街村,体育休闲服务;运动场馆;足球场,80105,[],天津市,天津市,静海区,116.914127,39.031238,116.9082938,39.03049485
搏跃乒乓球俱乐部,体育休闲服务;运动场馆;乒乓球馆,80112,张家窝知景道潮向城A座三楼,天津市,天津市,西青区,117.042964,39.064369,117.0366614,39.06330192
爱跃体育儿童运动馆,体育休闲服务;运动场馆;综合体育馆,80101,董庄子玉锦路19号,天津市,天津市,西青区,117.039603,39.060835,117.033313,39.05977805
天津市西青区佰晟足球俱乐部,体育休闲服务;运动场馆;足球场,80105,S228与知景道交叉口附近,天津市,天津市,西青区,117.043764,39.063067,117.0374587,39.06199889
蓝海游泳馆,体育休闲服务;运动场馆;游泳馆,80110,津静线,天津市,天津市,静海区,116.924562,39.013167,116.9187142,39.01242668
