name,type,typecode,address,pname,cityname,adname,gcj02_lon,gcj02_lat,wgs84_lon,wgs84_lat
卢各庄村篮球场,体育休闲服务;运动场馆;篮球场馆,80104,太师屯镇附近清水河南路129号,北京市,北京市,密云区,117.129753,40.528855,117.123147,40.52733048
精灵谷度假村游泳馆,体育休闲服务;运动场馆;游泳馆,80110,琉辛路73附近,北京市,北京市,密云区,116.788117,40.597306,116.7819603,40.59594213
云佛山滑雪场,体育休闲服务;运动场馆;滑雪场,80106,溪翁庄镇,北京市,北京市,密云区,116.881535,40.473915,116.8755372,40.47276293
密云水库内部篮球场,体育休闲服务;运动场馆;篮球场馆,80104,密云水库白河主坝西侧,北京市,北京市,密云区,116.835928,40.48919,116.8298671,40.48796489
力力争足球训练基地,体育休闲服务;运动场馆;足球场,80105,檀营乡冶仙塔风景区往东100米路南,北京市,北京市,密云区,116.874372,40.399218,116.8683789,40.39808891
北京一六一中学密云分校体育馆,体育休闲服务;运动场馆;综合体育馆,80101,[],北京市,北京市,密云区,116.888465,40.391147,116.8824798,40.39003219
北京张裕斐血爱廾堡国际酒庄-篮球场,体育休闲服务;运动场馆;篮球场馆,80104,解百纳路,北京市,北京市,密云区,116.900919,40.378487,116.8949329,40.37738005
北京张裕爱斐堡国际酒庄-篮球场,体育休闲服务;运动场馆;篮球场馆,80104,密三路与宁菜路交叉口北京张裕爱斐堡国际酒庄,北京市,北京市,密云区,116.900919,40.378487,116.8949329,40.37738005
首云国家矿山公园篮球场,体育休闲服务;运动场馆;篮球场馆,80104,矿区路附近,北京市,北京市,密云区,117.009183,40.364678,117.0028528,40.36336051
鱼乐贝贝游泳馆(密云新中街店),体育休闲服务;运动场馆;游泳馆,80110,新中街37号物美超市内,北京市,北京市,密云区,116.852104,40.38269,116.8460851,40.38153575
密云区职业学校体育馆,体育休闲服务;运动场馆;综合体育馆,80101,新北路和开元西街二条的交叉口附近,北京市,北京市,密云区,116.828239,40.389029,116.8221762,40.38782972
超能星球少儿智能运动馆(朗福广场校区),体育休闲服务;运动场馆;综合体育馆,80101,朗福儿童广场2层,北京市,北京市,密云区,116.859183,40.377808,116.8531754,40.37666652
云西缘游泳场,体育休闲服务;运动场馆;游泳馆,80110,010县道,北京市,北京市,密云区,116.778926,40.401857,116.7727852,40.40057549
龙圣天扬青少年室内篮球馆,体育休闲服务;运动场馆;篮球场馆,80104,果园西路(唐源·云居南侧约150米),北京市,北京市,密云区,116.824887,40.381442,116.8188188,40.38023898
乒吧部落,体育休闲服务;运动场馆;乒乓球馆,80112,果园西路11号,北京市,北京市,密云区,116.824623,40.381521,116.8185543,40.38031746
龙美天扬篮球训练营,体育休闲服务;运动场馆;篮球场馆,80104,果园西路唐源·云居南侧约90米,北京市,北京市,密云区,116.824789,40.381461,116.8187206,40.38025779
龙圣天成足球场办公室,体育休闲服务;运动场馆;足球场,80105,果园西区11号院,北京市,北京市,密云区,116.826111,40.380781,116.8200452,40.37958049
未来星球少儿运动馆,体育休闲服务;运动场馆;篮球场馆,80104,阳光街352号,北京市,北京市,密云区,116.860428,40.36878,116.8544233,40.36764327
雾灵山庄网球馆,体育休闲服务;运动场馆;网球场,80103,桥峪水库北侧,北京市,北京市,密云区,117.393205,40.639683,117.3864397,40.63806936
瑞海姆酒店游泳馆,体育休闲服务;运动场馆;游泳馆,80110,瑞海姆主楼1层,北京市,北京市,密云区,116.833593,40.367795,116.8275431,40.36661267
龙天昊成乒乓球俱乐部,体育休闲服务;运动场馆;乒乓球馆,80112,果园西路31号,北京市,北京市,密云区,116.826076,40.369881,116.8200115,40.36868395
首都师范大学附属密云中学体育馆,体育休闲服务;运动场馆;综合体育馆,80101,果园街道兴云路27号,北京市,北京市,密云区,116.820719,40.371018,116.8146442,40.36981061
运动盒子篮球馆,体育休闲服务;运动场馆;篮球场馆,80104,兴云路36号,北京市,北京市,密云区,116.823176,40.368534,116.8171061,40.36733196
领动体育(运动盒子店),体育休闲服务;运动场馆;篮球场馆,80104,星云路36号,北京市,北京市,密云区,116.823421,40.368671,116.8173516,40.36746937
灵动时空游泳健身(三店),体育休闲服务;运动场馆;游泳馆,80110,双燕街10号,北京市,北京市,密云区,116.817487,40.370625,116.8114061,40.36941178
密云静海游泳馆,体育休闲服务;运动场馆;游泳馆,80110,[],北京市,北京市,密云区,116.768526,40.39076,116.7623802,40.3894736
SOHO俱乐部(第六分店),体育休闲服务;运动场馆;游泳馆,80110,农机路涧桥山小区大厦(少年宫边上50米),北京市,北京市,密云区,116.834835,40.364117,116.828788,40.36293813
友联足球俱乐部,体育休闲服务;运动场馆;足球场,80105,恒通路11号中国农业银行后院,北京市,北京市,密云区,116.814369,40.360504,116.8082837,40.35928828
北京怀北国际滑雪场,体育休闲服务;运动场馆;滑雪场,80106,怀北镇河防口村548号,北京市,北京市,怀柔区,116.656299,40.447449,116.650348,40.44626061
南山滑雪场,体育休闲服务;运动场馆;滑雪场,80106,河南寨镇圣水头村北京南山滑雪滑水度假村,北京市,北京市,密云区,116.862291,40.330682,116.8562936,40.32955916
密之星篮球训练基地,体育休闲服务;运动场馆;篮球场馆,80104,河南寨镇兴企三路德宝锅炉西院,北京市,北京市,密云区,116.82991,40.336568,116.8238571,40.33538805
国家法官学院北京分院保龄球馆,体育休闲服务;运动场馆;保龄球馆,80102,雁栖湖雁水路9号国家法官学院北京分院1层,北京市,北京市,怀柔区,116.68063,40.39216,116.6746171,40.39094633
国家法官学院北京分院网球场,体育休闲服务;运动场馆;网球场,80103,雁栖湖雁水路9号国家法官学院北京分院,北京市,北京市,怀柔区,116.68063,40.39216,116.6746171,40.39094633
中信金陵酒店游泳池,体育休闲服务;运动场馆;游泳馆,80110,大华山西峪甲一号,北京市,北京市,平谷区,117.101398,40.311077,117.0948121,40.30961541
雁栖岛-网球场,体育休闲服务;运动场馆;网球场,80103,004县道雁栖岛内,北京市,北京市,怀柔区,116.66884,40.39601,116.6628603,40.39481754
北京日出东方凯宾斯基酒店-游泳池,体育休闲服务;运动场馆;游泳馆,80110,雁栖湖雁水路甲18号北京日出东方凯宾斯基酒店地下2层,北京市,北京市,怀柔区,116.677606,40.387132,116.6716024,40.38592578
老象峰景区-网球场,体育休闲服务;运动场馆;网球场,80103,大华山镇小峪子村北5号老象峰景区,北京市,北京市,平谷区,117.016852,40.289872,117.0104972,40.28855185
北京市松秀园度假村-网球,体育休闲服务;运动场馆;网球场,80103,雁栖湖南岸北京市松秀园度假村,北京市,北京市,怀柔区,116.662883,40.387316,116.6569213,40.38613786
北年丰篮球场,体育休闲服务;运动场馆;篮球场馆,80104,北年丰村,北京市,北京市,怀柔区,116.686577,40.263224,116.6805636,40.26203401
北京锐思赛车场,体育休闲服务;运动场馆;综合体育馆,80101,四季屯村临289号,北京市,北京市,怀柔区,116.694698,40.254391,116.6886638,40.25318827
北京市松秀园度假村-游泳,体育休闲服务;运动场馆;游泳馆,80110,雁栖湖南岸北京市松秀园度假村,北京市,北京市,怀柔区,116.662883,40.387316,116.6569213,40.38613786
松秀园雁栖山庄-游泳馆,体育休闲服务;运动场馆;游泳馆,80110,雁青路21号北京·宽沟雁栖山庄,北京市,北京市,怀柔区,116.664873,40.385165,116.658906,40.38398382
雁栖开发区足球场,体育休闲服务;运动场馆;足球场,80105,[],北京市,北京市,怀柔区,116.683931,40.342057,116.6779151,40.34085285
集贤山庄-网球馆,体育休闲服务;运动场馆;网球场,80103,甘涧峪245号集贤山庄,北京市,北京市,怀柔区,116.597806,40.372568,116.5919638,40.37147
红螺山庄-游泳池,体育休闲服务;运动场馆;游泳馆,80110,甘涧峪246号,北京市,北京市,怀柔区,116.595115,40.371643,116.5892734,40.37054518
鸿越迈斯体育室内篮球馆,体育休闲服务;运动场馆;篮球场馆,80104,王化村,北京市,北京市,怀柔区,116.66508,40.323008,116.6591202,40.32184499
速动能儿童体适能训练馆,体育休闲服务;运动场馆;综合体育馆,80101,金域商务写字楼一层底商,北京市,北京市,怀柔区,116.651799,40.322866,116.6458757,40.32172751
大星发体育馆,体育休闲服务;运动场馆;综合体育馆,80101,怀柔镇开放东路13号院星东天地生活购物广场,北京市,北京市,怀柔区,116.650722,40.323064,116.6448015,40.32192734
秀酷体育馆,体育休闲服务;运动场馆;综合体育馆,80101,车站路168号东环供暖中心秀酷体育,北京市,北京市,怀柔区,116.648907,40.319071,116.6429916,40.31793852
康德乐篮球场,体育休闲服务;运动场馆;篮球场馆,80104,滨湖北街与青春路交叉口西北150米,北京市,北京市,怀柔区,116.62983,40.330305,116.6239565,40.32919816
怀柔体育场,体育休闲服务;运动场馆;综合体育馆,80101,青春路,北京市,北京市,怀柔区,116.627716,40.331353,116.6218463,40.33024843
怀柔鼎盛阳光网球俱乐部,体育休闲服务;运动场馆;网球场,80103,青春路31号,北京市,北京市,怀柔区,116.630386,40.322014,116.6245125,40.32090867
论剑乒乓球俱乐部(怀柔店),体育休闲服务;运动场馆;乒乓球馆,80112,商业街21号,北京市,北京市,怀柔区,116.634549,40.314954,116.6286679,40.31384498
益田影人花园酒店-游泳馆,体育休闲服务;运动场馆;游泳馆,80110,杨宋镇怀耿路122号中影基地东侧(京承高速15号杨雁路出口1000米),北京市,北京市,怀柔区,116.67603,40.290649,116.670043,40.28947297
怀柔体育馆,体育休闲服务;运动场馆;综合体育馆,80101,府前西街3号,北京市,北京市,怀柔区,116.627497,40.316988,116.6216295,40.31588749
宇伟腾达乒乓球俱乐部,体育休闲服务;运动场馆;乒乓球馆,80112,怀信建材检验有限公司,北京市,北京市,怀柔区,116.644816,40.302637,116.6389129,40.30151548
凯睿达乒乓球俱乐部,体育休闲服务;运动场馆;乒乓球馆,80112,南华园一街北京世纪兴华医院西侧约90米,北京市,北京市,怀柔区,116.635582,40.307728,116.6296996,40.30661935
奉先体育儿童篮球馆,体育休闲服务;运动场馆;篮球场馆,80104,南华园三区6号,北京市,北京市,怀柔区,116.635006,40.307333,116.6291249,40.30622526
银河球场,体育休闲服务;运动场馆;综合体育馆,80101,杨宋镇仙台村南,北京市,北京市,怀柔区,116.677105,40.277188,116.6711166,40.2760129
北京渔阳国际滑雪场,体育休闲服务;运动场馆;滑雪场,80106,大旺务村688号,北京市,北京市,平谷区,117.147716,40.077197,117.1411946,40.07581491
昊宇体育馆,体育休闲服务;运动场馆;综合体育馆,80101,[],北京市,北京市,平谷区,117.159796,40.147737,117.1532861,40.14636998
峨嵋山小学体育场,体育休闲服务;运动场馆;综合体育馆,80101,熊南路峨嵋山小学,北京市,北京市,平谷区,117.207275,40.206836,117.2008412,40.20554465
平谷体育中心,体育休闲服务;运动场馆;综合体育馆,80101,鲁韩路,北京市,北京市,平谷区,117.079582,40.147593,117.0730408,40.1461673
平谷区体育中心-游泳馆,体育休闲服务;运动场馆;游泳馆,80110,体育中心西路平谷区体育中心,北京市,北京市,平谷区,117.078155,40.147046,117.0716164,40.14562161
北京市平谷区三小乒乓球训练基地,体育休闲服务;运动场馆;乒乓球馆,80112,建设街建设街居民北小区东南侧约70米,北京市,北京市,平谷区,117.114496,40.136561,117.1079329,40.13513389
北京市平谷区增光青少年乒乓球俱乐部,体育休闲服务;运动场馆;乒乓球馆,80112,建设街356号,北京市,北京市,平谷区,117.114419,40.136579,117.1078558,40.13515184
北京国安金龙足球俱乐部,体育休闲服务;运动场馆;足球场,80105,建设街382号,北京市,北京市,平谷区,117.11426,40.136909,117.1076967,40.1354817
北京市平谷区乒乓球俱乐部,体育休闲服务;运动场馆;乒乓球馆,80112,和平街中路新平北路甲17号小区西北侧约30米,北京市,北京市,平谷区,117.125597,40.146913,117.1190388,40.14549449
三分线篮球馆,体育休闲服务;运动场馆;篮球场馆,80104,北京市平谷区兴谷路1号蓝瑞七星院内,北京市,北京市,平谷区,117.132042,40.152382,117.1254892,40.15097043
帝都游泳健身会所(平谷店),体育休闲服务;运动场馆;游泳馆,80110,顺平路39号(渔阳喜悦会),北京市,北京市,平谷区,117.118324,40.146301,117.1117611,40.14487573
育新苑宾馆-游泳馆,体育休闲服务;运动场馆;游泳馆,80110,金海湖镇韩庄北街3号,北京市,北京市,平谷区,117.292374,40.188042,117.2859031,40.18675187
顺达篮球体能馆(大牌楼店),体育休闲服务;运动场馆;综合体育馆,80101,北二环与和平街中路交叉口附近,北京市,北京市,平谷区,117.124217,40.151388,117.1176571,40.14996758
顺达篮球馆,体育休闲服务;运动场馆;篮球场馆,80104,平翔路3号附近,北京市,北京市,平谷区,117.123462,40.154687,117.1169011,40.15326546
京汇篮球俱乐部(北京首钢青训基地),体育休闲服务;运动场馆;篮球场馆,80104,新平西路14号,北京市,北京市,平谷区,117.100421,40.134721,117.0938592,40.13328873
蓝帕小镇游泳馆,体育休闲服务;运动场馆;游泳馆,80110,迎宾环岛东100米路北上岛咖啡后院,北京市,北京市,平谷区,117.099472,40.145841,117.0929092,40.14440755
蓝帕小镇,体育休闲服务;运动场馆;游泳馆|餐饮服务;外国餐厅;西餐厅(综合风味),080110|050201,新平北路73号,北京市,北京市,平谷区,117.099362,40.145847,117.0927992,40.14441355
瀚宇奥星乒乓球俱乐部,体育休闲服务;运动场馆;乒乓球馆,80112,新平北路77号14幢1层,北京市,北京市,平谷区,117.096064,40.147076,117.0895031,40.14564253
顺义杨镇中体健身游泳,体育休闲服务;运动场馆;游泳馆,80110,杨镇木燕路仙泽园西红菜坊后200米,北京市,北京市,顺义区,116.814794,40.151652,116.8087359,40.15047843
莲花山滑雪场,体育休闲服务;运动场馆;滑雪场,80106,张镇良山东路288号(近顺平公路),北京市,北京市,顺义区,116.929932,40.137953,116.9239356,40.13687657
鲜花港冰雪世界,体育休闲服务;运动场馆;滑雪场,80106,[],北京市,北京市,顺义区,116.796504,40.181474,116.7904117,40.18026635
北京国际鲜花港-篮球场,体育休闲服务;运动场馆;篮球场馆,80104,杨镇鲜花港南路9号(白马路北侧)北京国际鲜花港内,北京市,北京市,顺义区,116.795314,40.184106,116.7892197,40.18289624
顺义区龙湾屯镇公共体育场,体育休闲服务;运动场馆;综合体育馆,80101,[],北京市,北京市,顺义区,116.861609,40.227865,116.8556236,40.22676359
新华联丽景温泉酒店-室内游泳池,体育休闲服务;运动场馆;游泳馆,80110,李遂镇宣庄户村111号,北京市,北京市,顺义区,116.759669,40.123457,116.7535556,40.12222008
道仙庄足球场,体育休闲服务;运动场馆;足球场,80105,[],北京市,北京市,顺义区,116.7486,40.169851,116.7424839,40.16860777
盛世顺天篮球俱乐部,体育休闲服务;运动场馆;篮球场馆,80104,北务镇兴发二街北务中学对面,北京市,北京市,顺义区,116.827811,40.061028,116.8217888,40.05988588
京篮国际篮球俱乐部,体育休闲服务;运动场馆;篮球场馆,80104,北务村村委会西50米,北京市,北京市,顺义区,116.827777,40.060945,116.8217548,40.05980282
金鸽赛鸽俱乐部,体育休闲服务;运动场馆;综合体育馆,80101,李遂镇李庄村西口,北京市,北京市,顺义区,116.770981,40.067202,116.7648775,40.06597549
海力洪游泳池,体育休闲服务;运动场馆;游泳馆,80110,S203(顺密路),北京市,北京市,顺义区,116.795653,40.247299,116.7895511,40.2460798
怡生园壁球馆,体育休闲服务;运动场馆;壁球场,80114,左堤路19号,北京市,北京市,顺义区,116.745813,40.084663,116.7397094,40.08342803
顺鑫绿色度假村网球场,体育休闲服务;运动场馆;网球场,80103,[],北京市,北京市,顺义区,116.738498,40.084886,116.7324007,40.08365335
北京权景网球俱乐部,体育休闲服务;运动场馆;综合体育馆,80101,李遂镇顺鑫度假村森林·运动中心,北京市,北京市,顺义区,116.738517,40.08477,116.7324197,40.08353735
北京顺鑫绿色度假村-保龄球馆,体育休闲服务;运动场馆;保龄球馆,80102,左堤路299号,北京市,北京市,顺义区,116.742965,40.079031,116.7368643,40.07779708
鑫连鑫(陆航)军事拓展联盟,体育休闲服务;运动场馆;综合体育馆,80101,潞城镇贾后疃188号,北京市,北京市,通州区,116.808081,39.875068,116.8020457,39.87389835
泰禾商务俱乐部-SPA,体育休闲服务;运动场馆;游泳馆,80110,潞城镇普欣南里233号,北京市,北京市,通州区,116.736576,39.919057,116.7305016,39.91783319
南刘各庄村篮球场,体育休闲服务;运动场馆;篮球场馆,80104,南刘路,北京市,北京市,通州区,116.761408,39.879351,116.7553254,39.8781275
凌冠少儿运动馆,体育休闲服务;运动场馆;综合体育馆,80101,朗清园三区C-304,北京市,北京市,通州区,116.750615,39.889772,116.7445332,39.88854578
TATA篮球公园,体育休闲服务;运动场馆;篮球场馆,80104,曹大路(TATA木门),北京市,北京市,通州区,116.798442,39.85168,116.7923941,39.85049586
城市绿心森林公园足球场,体育休闲服务;运动场馆;足球场,80105,滨河南路城市绿心森林公园,北京市,北京市,通州区,116.73172,39.881535,116.7256563,39.88031587
飞凡动力网球馆-高丽营店,体育休闲服务;运动场馆;网球场,80103,张喜庄张南路,北京市,北京市,顺义区,116.567959,40.160265,116.5621242,40.15919179
腾武功夫运动馆,体育休闲服务;运动场馆;综合体育馆,80101,卧龙环岛当代北辰负一层9号楼B1-01腾武功夫运动馆,北京市,北京市,顺义区,116.638539,40.1367,116.6326712,40.13561539
Z-健身游泳俱乐部,体育休闲服务;运动场馆;游泳馆,80110,前进花园(石门苑)甲13号楼F401,北京市,北京市,顺义区,116.633899,40.129509,116.6280422,40.1284317
蓝旗鱼游泳培训俱乐部(顺义店),体育休闲服务;运动场馆;游泳馆,80110,石门苑甲13号国泰宏城购物广场一层,北京市,北京市,顺义区,116.634537,40.129745,116.6286788,40.1286668
索图篮球训练营(国泰校区),体育休闲服务;运动场馆;篮球场馆,80104,前景路国泰宏城三楼,北京市,北京市,顺义区,116.63456,40.129761,116.6287017,40.12868277
盛世绿港体育中心,体育休闲服务;运动场馆;综合体育馆,80101,庄兴街三条7号,北京市,北京市,顺义区,116.645594,40.143874,116.6397087,40.14277758
義FAMILY综合运动馆,体育休闲服务;运动场馆;综合体育馆,80101,西外街1号,北京市,北京市,顺义区,116.645343,40.137476,116.6394591,40.13638063
北京市顺义区小伙伴乒乓球训练基地,体育休闲服务;运动场馆;乒乓球馆,80112,西辛南区18号楼三层,北京市,北京市,顺义区,116.644878,40.130728,116.6389961,40.12963404
国泰谊宾索图篮球少儿馆,体育休闲服务;运动场馆;篮球场馆,80104,国泰谊宾商城二楼索图篮球幼儿馆,北京市,北京市,顺义区,116.6467,40.133113,116.6408133,40.1320158
北京菁苗网球(后沙峪开发区校区),体育休闲服务;运动场馆;网球场,80103,"环岛东路,天竺综保区企业生活园区北侧约150米",北京市,北京市,顺义区,116.567828,40.111074,116.561999,40.11000539
泳者荣耀·游泳培训俱乐部,体育休闲服务;运动场馆;游泳馆,80110,通顺路北京顺义宾馆一层,北京市,北京市,顺义区,116.655502,40.131371,116.6495926,40.13025858
顺义宾馆游泳健身会所,体育休闲服务;运动场馆;游泳馆,80110,府前中街3号顺义宾馆,北京市,北京市,顺义区,116.656304,40.131676,116.6503924,40.1305621
国际精英汇游泳馆,体育休闲服务;运动场馆;游泳馆,80110,府前中街金街国际大厦三楼,北京市,北京市,顺义区,116.652969,40.126314,116.647067,40.1252066
金冠婴童游泳潜水馆,体育休闲服务;运动场馆;游泳馆,80110,建新西街怡馨家园13号楼208室,北京市,北京市,顺义区,116.649104,40.121531,116.6432126,40.12043079
玩途乒乓俱乐部(马坡店),体育休闲服务;运动场馆;乒乓球馆,80112,香悦四季西区南门底商2楼,北京市,北京市,顺义区,116.651366,40.179819,116.6454616,40.17870863
索图体育篮球训练营(光明南街校区),体育休闲服务;运动场馆;篮球场馆,80104,光明南街2号体委6号馆(体育局6号馆),北京市,北京市,顺义区,116.657153,40.128155,116.6512395,40.12703987
奥锋篮球俱乐部(马坡校区),体育休闲服务;运动场馆;篮球场馆,80104,马坡龙苑别墅北门,北京市,北京市,顺义区,116.66436,40.158718,116.6584227,40.15758628
北京鸿瑞高飞篮球训练基地,体育休闲服务;运动场馆;篮球场馆,80104,马坡镇向阳南路8号,北京市,北京市,顺义区,116.664891,40.158691,116.6589522,40.15755828
柒家柒运动馆,体育休闲服务;运动场馆;综合体育馆,80101,A座a409,北京市,北京市,顺义区,116.665991,40.160905,116.6600488,40.15976993
博康游泳健身,体育休闲服务;运动场馆;游泳馆,80110,府前东街金汉绿港二区6号楼(近京汉奥特莱斯),北京市,北京市,顺义区,116.664549,40.133781,116.6586143,40.13265151
博康游泳馆,体育休闲服务;运动场馆;游泳馆,80110,府前东街金汉绿港2区6号楼(近京汉奥特莱斯),北京市,北京市,顺义区,116.664538,40.133724,116.6586033,40.13259454
羽毛球篮球馆,体育休闲服务;运动场馆;篮球场馆,80104,右堤路附近,北京市,北京市,顺义区,116.665964,40.136762,116.6600249,40.13562953
顺义体委游泳场,体育休闲服务;运动场馆;游泳馆,80110,府前东街12号顺义少年宫附近,北京市,北京市,顺义区,116.662613,40.12899,116.6566843,40.12786463
顺义体委游泳场,体育休闲服务;运动场馆;游泳馆,80110,[],北京市,北京市,顺义区,116.662385,40.127791,116.6564571,40.12666617
菁苗国际网球俱乐部,体育休闲服务;运动场馆;网球场,80103,水波村外8号院同-艺术园区内,北京市,北京市,顺义区,116.531902,40.138281,116.5259819,40.13713798
AKWA水陆动能工场,体育休闲服务;运动场馆;游泳馆,80110,火寺路嘉瑞大厦502,北京市,北京市,顺义区,116.557129,40.107925,116.5512809,40.10684018
阳光悦动游泳健身会所,体育休闲服务;运动场馆;游泳馆,80110,马坡顺恒大街33号院合景香悦四季东区1号楼会所,北京市,北京市,顺义区,116.658849,40.181023,116.6529243,40.17989895
博宇健身会所,体育休闲服务;运动场馆;游泳馆,80110,后沙峪火寺路海航国兴城旁,北京市,北京市,顺义区,116.55822,40.106098,116.5523744,40.10501522
减河公园乒乓球俱乐部,体育休闲服务;运动场馆;乒乓球馆,80112,减河公园附近,北京市,北京市,顺义区,116.669124,40.133099,116.6631764,40.13196084
祥悦游泳健身汇,体育休闲服务;运动场馆;游泳馆,80110,空港后沙峪中航空港大酒店B1层,北京市,北京市,顺义区,116.550293,40.109426,116.5444291,40.10832816
香花畦游泳馆,体育休闲服务;运动场馆;游泳馆,80110,空港后沙峪中航空港大酒店B1层,北京市,北京市,顺义区,116.550102,40.109371,116.5442376,40.10827277
顺义公园冰场(暂停营业),体育休闲服务;运动场馆;滑雪场,80106,顺义公园,北京市,北京市,顺义区,116.661577,40.120573,116.6556523,40.11945034
程远足球俱乐部,体育休闲服务;运动场馆;足球场,80105,五里仓美懋教育广场内,北京市,北京市,顺义区,116.653017,40.111031,116.6471167,40.10992484
辰星体育篮球训练营,体育休闲服务;运动场馆;篮球场馆,80104,仓上街92号美懋教育广场,北京市,北京市,顺义区,116.654259,40.111289,116.6483554,40.1101806
博宇游泳健身会所,体育休闲服务;运动场馆;游泳馆,80110,后沙峪镇裕民大街3号院2号楼方糖小区内,北京市,北京市,顺义区,116.557404,40.102571,116.5515572,40.10148708
金城慢生活健身馆,体育休闲服务;运动场馆;游泳馆,80110,通顺路6号,北京市,北京市,顺义区,116.659636,40.114375,116.6537174,40.1132565
游泳馆,体育休闲服务;运动场馆;游泳馆,80110,后沙峪万科城市花园乡村俱乐部一层,北京市,北京市,顺义区,116.551738,40.103947,116.5458783,40.10285247
足球场-埃米空间,体育休闲服务;运动场馆;足球场,80105,昌金路赵全营段56号院,北京市,北京市,顺义区,116.59666,40.210228,116.590838,40.20916757
北京常春藤壁球中心,体育休闲服务;运动场馆;壁球场,80114,后沙峪双裕街33号久悦文化体育园A馆,北京市,北京市,顺义区,116.545201,40.106112,116.5393244,40.10500371
雪乐山室内滑雪馆(顺义店),体育休闲服务;运动场馆;滑雪场,80106,后沙峪空港医院南边久悦体育园区C馆2层220,北京市,北京市,顺义区,116.545125,40.105926,116.5392482,40.10481756
青竞体育乒乓球（后沙峪店）,体育休闲服务;运动场馆;乒乓球馆,80112,后沙峪双裕街33号久悦体育C区C6,北京市,北京市,顺义区,116.545047,40.105869,116.53917,40.10476039
京绿茵小将足球(青训顺义校区),体育休闲服务;运动场馆;足球场,80105,后沙峪双裕街33号(久悦文化体育园内),北京市,北京市,顺义区,116.544228,40.106309,116.5383487,40.10519854
比昂乒乓球俱乐部,体育休闲服务;运动场馆;乒乓球馆,80112,裕华路24号朗姿女装购物广场3F,北京市,北京市,顺义区,116.552963,40.098397,116.5471068,40.09730527
北京美瑞达足球场,体育休闲服务;运动场馆;足球场,80105,董各庄村东路8号(天北路与顺于路交叉路口西行400路南),北京市,北京市,顺义区,116.519544,40.131625,116.5135824,40.13044901
优肯国际篮球俱乐部(福尼亚校区),体育休闲服务;运动场馆;篮球场馆,80104,火沙路空港工业区B区裕华路23号,北京市,北京市,顺义区,116.548489,40.099778,116.5426218,40.09867722
玉麒麟时代足球青训基地,体育休闲服务;运动场馆;足球场,80105,后沙峪镇前沙峪村裕民大街36号南,北京市,北京市,顺义区,116.541786,40.099258,116.5359008,40.09814257
傲风篮球馆,体育休闲服务;运动场馆;篮球场馆,80104,后沙峪镇物美大卖场白夜网吧傲风篮球馆,北京市,北京市,顺义区,116.541731,40.099045,116.5358456,40.09792945
乔波冰雪世界,体育休闲服务;运动场馆;滑雪场,80106,顺安路6号乔波国际会议中心内,北京市,北京市,顺义区,116.661514,40.200128,116.6555796,40.19899638
康泰斯游泳健身会所,体育休闲服务;运动场馆;游泳馆,80110,火沙路金地中央世家B1层(物美斜对面),北京市,北京市,顺义区,116.538658,40.100594,116.5327635,40.09947111
顺义城南体育中心,体育休闲服务;运动场馆;综合体育馆,80101,城南体育中心(顺义仁和公园北),北京市,北京市,顺义区,116.672726,40.110501,116.6667709,40.10935793
康泰斯游泳健身,体育休闲服务;运动场馆;游泳馆,80110,后沙峪裕庆路20号院B1号楼-103室,北京市,北京市,顺义区,116.538955,40.099729,116.5330615,40.09860689
赛点体育公园羽毛球篮球馆,体育休闲服务;运动场馆;综合体育馆,80101,顺通路29号西南角,北京市,北京市,顺义区,116.658332,40.098229,116.652419,40.09711421
乔波滑雪场TNT腾俊国际游泳健身,体育休闲服务;运动场馆;综合体育馆|体育休闲服务;运动场馆;健身中心,080101|080111,通顺路辅路,北京市,北京市,顺义区,116.661266,40.201408,116.6553321,40.20027666
领步道场柔道体能,体育休闲服务;运动场馆;综合体育馆,80101,后沙峪安庆大街6号院培训基地,北京市,北京市,顺义区,116.541914,40.097411,116.5360294,40.096296
北京乔波国际会议中心-网球场,体育休闲服务;运动场馆;网球场,80103,顺安路6号乔波国际会议中心,北京市,北京市,顺义区,116.66134,40.201448,116.6554059,40.20031651
百灵鸟篮球馆,体育休闲服务;运动场馆;篮球场馆,80104,裕民大街36号院绿竺中心物美西侧,北京市,北京市,顺义区,116.541745,40.09737,116.5358599,40.09625461
海源春旱冰场,体育休闲服务;运动场馆;溜冰场,80107,Y814高丽营第五幼儿园东南侧约150米,北京市,北京市,顺义区,116.509868,40.17015,116.5038661,40.16894182
爱斯必赢罗马湖网球馆,体育休闲服务;运动场馆;网球场,80103,后沙峪镇马头庄村中心街99号,北京市,北京市,顺义区,116.520333,40.109824,116.514377,40.10865216
成林德艺网球俱乐部,体育休闲服务;运动场馆;网球场,80103,后沙峪马头庄咚白路1号(罗马湖东北角),北京市,北京市,顺义区,116.518927,40.109226,116.512966,40.10805022
美特好·庞巴迪俱乐部,体育休闲服务;运动场馆;综合体育馆,80101,[],北京市,北京市,顺义区,116.511573,40.184362,116.5055757,40.18315706
尚峰会俱乐部,体育休闲服务;运动场馆;游泳馆,80110,天承环路尚峯壹号小区售楼处对面会B1商街101幢地下一层,北京市,北京市,顺义区,116.510195,40.211805,116.5041891,40.2105921
北京临空皇冠假日酒店-室内游泳池,体育休闲服务;运动场馆;游泳馆,80110,天竺镇府前一街60号北京临空皇冠假日酒店3楼,北京市,北京市,顺义区,116.55637,40.064041,116.5505257,40.06295791
